,brand,model,price,province,matriculation,fuel,kilometres,gear
8449,MAZDA,CX-5 2.0 Zenith 2WD 121kW,22450,Sevilla,2018, Gasolina,74963,Manual
8450,SKODA,Superb COMBI 2.0 TDI 110KW (150CV) AMBITION,16990,Vizcaya,2018, Diésel,125000,Manual
8451,FIAT,500 1.0 Hybrid Dolcevita 52kW,14490,Murcia,2021, Gasolina,12583,Manual
8452,MERCEDES-BENZ,Clase C 180 Elegance,1900,Vizcaya,1997, Gasolina,182000,Manual
8453,HYUNDAI,i30 Classic GL,5390,Vizcaya,2009, Gasolina,169004,Manual
8454,MERCEDES-BENZ,Clase C 220CDI Avantgarde Aut.,12900,La Coruña,2009, Diésel,151295,Automático
8455,BMW,Serie 3 GT 330 i Auto Pack M,30990,Vizcaya,2017, Gasolina,81000,Automático
8456,BMW,Serie 5 520dA,35900,Barcelona,2017, Diésel,74476,Automático
8457,FORD,S-Max Vignale 2.0TDCi 150,20300,Barcelona,2017, Diésel,85208,Manual
8458,PEUGEOT,5008 Active BlueHDi 130 S&S,19900,Cádiz,2018, Diésel,147000,Manual
8459,MINI,Mini Cooper S,21900,Madrid,2016, Gasolina,39400,Manual
8460,MINI,Mini Clubman Cooper D,18900,Madrid,2017, Diésel,48200,Manual
8461,TOYOTA,Aygo 1.0 VVT-i x-play,10900,Valencia,2021, Gasolina,10025,Manual
8462,MINI,Mini Cooper COOPER D 5 PUERTAS,14790,Madrid,2015, Diésel,84110,Automático
8463,FORD,EcoSport 1.50TDCi Titanium 90,11900,Alicante,2015, Diésel,59500,Manual
8464,PEUGEOT,3008 SUV 1.2 S&S PureTech Allure 130,26700,Valencia,2019, Gasolina,21833,Manual
8465,SSANGYONG,"Korando  2,0 Limited 4x2 2WD 2014",27500,Córdoba,2021, Diésel,9999,Manual
8466,TOYOTA,Corolla Touring Sports 180H Feel!,24500,Valencia,2020, Híbrido,19474,Automático
8467,SEAT,Arona 1.0 TSI Ecomotive S&S FR DSG7 115,22400,Valencia,2020, Gasolina,10688,Automático
8468,RENAULT,Clio 1.5dCi eco2 Energy Business 75,7800,Valencia,2013, Diésel,153518,Manual
8469,HYUNDAI,Tucson 1.6 GDI BLUEDRIVE TECNO 2WD 131 5P,18600,Guipúzcoa,2017, Gasolina,48780,Manual
8470,RENAULT,Clio 1.5dCi Energy SS Life 55kW,11100,Valencia,2018, Diésel,45295,Manual
8471,OPEL,Astra ST 1.2T S/S Elegance 145,18300,Valencia,2020, Gasolina,47253,Manual
8472,HONDA,HR-V 1.5 i-VTEC CVT Elegance,17990,Sevilla,2018, Gasolina,33583,Manual
8473,AUDI,Q3 2.0TDI Design edition 88kW,23990,Pontevedra,2018, Diésel,51913,Manual
8474,BMW,Serie 1 116d,26900,Cádiz,2020, Diésel,20000,Manual
8475,HYUNDAI,i30 1.0 TGDI KLASS MAX 120 5P,15300,Vizcaya,2019, Gasolina,13366,Manual
8476,SEAT,Ateca 1.5 EcoTSI S&S Style Go DSG,27250,Cádiz,2021, Gasolina,11255,Automático
8477,PEUGEOT,208 N ACTIVE PACK 1.2 PURETECH 100CV 5P,16000,Madrid,2021, Gasolina,12843,Manual
8478,LEXUS,RC -F 5.0 V8 F Carbon Package. 736€/mes.,64995,Madrid,2015, Gasolina,36000,Automático
8479,PEUGEOT,208 1.2 PureTech S&S Signature 82,11500,Sevilla,2019, Gasolina,62447,Manual
8480,PEUGEOT,3008 1.5 BlueHDi 96kW (130CV) S&S Allure,27600,Valencia,2021, Diésel,12682,Manual
8481,PEUGEOT,2008 Puretech 100 S&S BVM6 Active Pack,18490,Zaragoza,2021, Gasolina,16169,Manual
8482,PEUGEOT,RCZ Deportivo 200cv Manual de 3 Puertas,10500,Alicante,2011, Gasolina,191000,Manual
8483,PEUGEOT,508 5P Active BlueHDi 96kW (130) S&S EAT8,24990,Salamanca,2020, Diésel,14114,Automático
8484,PEUGEOT,3008 SUV 1.6 S&S PureTech GT Line EAT8 180,28985,Barcelona,2019, Gasolina,11603,Automático
8485,PEUGEOT,308 SW  1.6 BlueHDi 88KW (120CV) Active,11000,Valencia,2017, Diésel,111922,Manual
8486,LAND-ROVER,Range Rover Evoque 2.0 Si4 SE 4WD Aut. 240,35500,Tarragona,2017, Gasolina,71000,Automático
8487,BMW,Serie 2 218d Gran Coupé,34900,Madrid,2021, Diésel,28100,Manual
8488,AUDI,A5 Coupé 2.0TDI ultra Advanced ed. 163,22900,Barcelona,2017, Diésel,76914,Manual
8489,AUDI,Q3 2.0TDI Ambition quattro S-Tronic 177,16900,Barcelona,2012, Diésel,136000,Automático
8490,AUDI,Q3 RS 2.5 TFSI Performance quattro S-T 270kW,39990,Vizcaya,2016, Gasolina,79000,Automático
8491,AUDI,A4 2.0TDI Design edition S tronic 140kW,28900,Alicante,2018, Diésel,15900,Automático
8492,MERCEDES-BENZ,Clase E Estate 350CDI BE Avantgarde Aut.,15950,Valladolid,2010, Diésel,198000,Automático
8493,SEAT,Ibiza 1.0 MPI 80 style,12420,Barcelona,2019, Gasolina,16828,Manual
8494,CITROEN,C3 1.2 PURETECH 60KW FEEL PACK 83 5P,15900,León,2021, Gasolina,29246,Manual
8495,VOLKSWAGEN,Golf Special Edition 1.6 TDI BMT,14990,La Coruña,2017, Diésel,106850,Manual
8496,FORD,Focus 1.0 Ecoboost ST Line 125,18500,Valencia,2019, Gasolina,31206,Manual
8497,OPEL,Mokka 1.2 T 74kW (100 CV) Business Elegance,21400,Sevilla,2021, Gasolina,14733,Manual
8498,FORD,Fiesta 1.1 TI-VCT 55KW LIMITED EDITION 5P,14800,Alicante,2020, Gasolina,13634,Manual
8499,FIAT,500 1.2 Lounge,5990,Barcelona,2010, Gasolina,98000,Manual
8500,MERCEDES-BENZ,Clase CLA 180 CDI / d (117.908),18710,Vizcaya,2016, Diésel,108502,Automático
8501,FORD,C-Max 1.0 Ecoboost Auto-S&S Trend+ 125,15380,Vizcaya,2018, Gasolina,59567,Manual
8502,SEAT,Alhambra 2.0 TDI 140 CV Ecomotive I-Tech,12990,Sevilla,2015, Diésel,179995,Manual
8503,BMW,Serie 3 320dA Gran Turismo,30900,Murcia,2018, Diésel,44500,Automático
8504,VOLKSWAGEN,Passat 1.6FSI Advance,4900,Barcelona,2005, Gasolina,96000,Manual
8505,LAND-ROVER,Range Rover Evoque 2.2L eD4 150CV 4x2 Prestige,17990,Valencia,2013, Diésel,117534,Manual
8506,BMW,Serie 5 M550dA xDrive,27990,Valencia,2013, Diésel,146449,Automático
8507,MERCEDES-BENZ,Clase B 180,30500,Guipúzcoa,2021, Gasolina,22000,Automático
8508,KIA,Ceed 1.0 T-GDi 88kW (120CV) Tech,16890,Madrid,2018, Gasolina,43500,Manual
8509,FORD,Focus 1.8 TDdi Trend,2900,Vizcaya,2003, Diésel,163245,Manual
8510,FORD,Focus 1.5 Ecoboost ST Line Aut. 150,20490,Valencia,2020, Gasolina,47008,Automático
8511,LAND-ROVER,Range Rover Sport 3.0 SDV6 HSE DYNAMIC AUT.292CV SECUENCIAL,37500,Sevilla,2015, Diésel,195000,Automático
8512,LAND-ROVER,Range Rover Sport 3.0 SDV6 HSE DYNAMIC AUT.292CV SECUENCIAL,37500,Sevilla,2015, Diésel,195000,Automático
8513,KIA,Carens 1.7CRDi Eco-Dynamics Concept 115,9900,Sevilla,2014, Diésel,141562,Manual
8514,VOLKSWAGEN,Golf 1.0 TSI 85kW (115CV) Business,15400,Sevilla,2019, Gasolina,80313,Manual
8515,OPEL,Crossland 1.2T INNOVATION 130CV,16500,Pontevedra,2018, Gasolina,66500,Manual
8516,BMW,Serie 3 318dA Touring,15380,Vizcaya,2017, Diésel,155918,Automático
8517,BMW,Serie 8 840d xDrive,69890,Valencia,2018, Diésel,64900,Automático
8518,AUDI,A3 Sportback 30TDI Advanced,28500,Valencia,2021, Diésel,15511,Manual
8519,RENAULT,Clio 1.0 TCE 67KW ZEN 90 5P,15400,Guipúzcoa,2021, Gasolina,12161,Manual
8520,MERCEDES-BENZ,Clase C 180 9G-Tronic,25300,Barcelona,2017, Gasolina,39344,Automático
8521,OPEL,Grandland X 1.5CDTi S&S Selective 130,22800,Alicante,2020, Diésel,21589,Manual
8522,LAND-ROVER,Discovery Sport 2.0TD4 HSE 7pl. 4x4 Aut. 180,33600,Barcelona,2017, Diésel,85848,Automático
8523,MINI,Mini Cooper COOPER 5 PUERTAS,15990,Valencia,2018, Gasolina,85143,Automático
8524,NISSAN,Qashqai 1.3 DIG-T N-Connecta 4x2 DCT 117kW,23900,Cádiz,2021, Gasolina,11887,Automático
8525,BMW,X1 2.0 SDRIVE18D 5P,32900,Madrid,2017, Diésel,33063,Manual
8526,NISSAN,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,18450,Valencia,2018, Gasolina,44200,Manual
8527,SEAT,Ibiza 1.0 59 kW (80 CV) Start&Stop Style,14900,Murcia,2019, Gasolina,8775,Manual
8528,MERCEDES-BENZ,Clase V 250d Largo 7G Tronic,44399,Madrid,2019, Diésel,12000,Automático
8529,SKODA,Karoq 2.0TDI AdBlue Sportline 110kW,32000,Granada,2021, Diésel,3289,Manual
8530,FORD,Focus 1.5 TDCi 120 CV Start&Stop Plus,14000,Córdoba,2017, Diésel,105500,Manual
8531,MERCEDES-BENZ,Clase E 200 BT Elegance (0.00),32500,Valencia,2015, Diésel,128000,Manual
8532,JEEP,Compass Limited 1.3 Turbo 96 kW (130 CV) 4x2,27900,Granada,2021, Gasolina,12,Manual
8533,CITROEN,C4 Cactus 1.2 PureTech S&S Shine 110,17900,Vizcaya,2020, Gasolina,23095,Manual
8534,TOYOTA,Prius Plug-In 125PH Solar,27990,Palencia,2020, Híbrido,8659,Automático
8535,TOYOTA,C-HR 125H Advance,22490,Murcia,2018, Híbrido,58477,Automático
8536,TOYOTA,RAV-4 Rav4 120D 4X2 Advance,16490,Madrid,2015, Diésel,139225,Manual
8537,TOYOTA,Prius Plug-In 125PH Advance,28490,Badajoz,2021, Híbrido,4,Automático
8538,BMW,Serie 1 116dA,29040,Zaragoza,2020, Diésel,19000,Automático
8539,NISSAN,Qashqai 1.5dCi Acenta 4x2 85kW,22700,Valencia,2019, Diésel,29946,Manual
8540,VOLKSWAGEN,Golf 1.6 TDI EDITION VARIANT 115 5P,18250,Vizcaya,2019, Diésel,26318,Manual
8541,VOLKSWAGEN,Polo 1.2 TSI BMT Advance 66kW,12900,Cuenca,2017, Gasolina,43662,Manual
8542,FORD,Focus 1.0 ECOBOOST 92KW ST-LINE 5P,17100,Valencia,2019, Gasolina,31000,Manual
8543,AUDI,Q3 35 TDI S tronic 110kW (4.75),30400,Vizcaya,2019, Diésel,42630,Automático
8544,AUDI,Q5 2.0TDI CD quattro S Line Ed. S-T 190,31400,Vizcaya,2017, Diésel,53350,Automático
8545,SEAT,Ibiza 1.0 TSI S&S Style 110,14750,Cádiz,2021, Gasolina,19703,Manual
8546,VOLKSWAGEN,T-Cross 1.0 TSI Advance 81kW,21900,Cáceres,2021, Gasolina,19452,Manual
8547,RENAULT,Kadjar 1.2 TCe Energy Zen 97kW,19890,Madrid,2018, Gasolina,25550,Manual
8548,SEAT,Ateca 2.0TDI CR S&S Style DSG 150,25300,Vizcaya,2021, Diésel,19564,Automático
8549,BMW,Serie 8 840Ci Aut.,24900,Valencia,1993, Gasolina,188000,Automático
8550,PEUGEOT,3008 1.6 HDI 100 cv,16900,Cádiz,2017, Diésel,98000,Manual
8551,PEUGEOT,208 1.2 Puretech S&S Active Pack 100,16700,Castellón,2021, Gasolina,16802,Manual
8552,PEUGEOT,3008 1.5L BlueHDi 96kW (130CV) S&S Allure,22800,Castellón,2018, Diésel,33850,Manual
8553,PEUGEOT,2008 1.2 PureTech S&S Allure Pack 130,21750,Barcelona,2021, Gasolina,6000,Manual
8554,PEUGEOT,3008 1.6BLUEHDI 88KW ALLURE AUTO S&S 5P,19990,Madrid,2017, Diésel,95161,Automático
8555,PEUGEOT,3008 1.2 PURETECH 96KW ACTIVE S&S 5P,21200,Murcia,2020, Gasolina,47499,Manual
8556,MASERATI,Ghibli Diesel GranSport Aut. 275,52690,Vizcaya,2019, Diésel,93250,Automático
8557,VOLKSWAGEN,Polo 75 Trendline,4600,Cáceres,2004, Gasolina,228281,Automático
8558,BMW,Serie 3 318dA Business,23900,Madrid,2017, Diésel,54100,Automático
8559,BMW,Serie 3 320d Touring EfficientDynamics,19400,Madrid,2016, Diésel,128100,Automático
8560,FORD,Fiesta 1.0 EcoBoost 95cv ST-Line S/S,15900,Cáceres,2021, Gasolina,9,Manual
8561,RENAULT,Mégane BERLINA 1.2 TCE ENERGY ZEN 97KW 130 5P,13900,Madrid,2017, Gasolina,53100,Manual
8562,BMW,X1 sDrive 18d,22900,Madrid,2017, Diésel,80600,Automático
8563,AUDI,Q5 2.0TDI S line quattro-ultra S tronic 140kW,32990,Vizcaya,2017, Diésel,105000,Automático
8564,AUDI,A1 1.4TDI Attraction,16150,Vizcaya,2017, Diésel,31935,Manual
8565,RENAULT,Clio 1.5dCi eco2 SL Technofeel 90,11168,Alicante,2015, Diésel,62896,Manual
8566,BMW,i3 ,17500,Granada,2018, Eléctrico,62650,Automático
8567,RENAULT,Captur TCe eco2 Energy Life 90,14816,Madrid,2016, Gasolina,14440,Manual
8568,BMW,X3 sDrive 18dA,17500,Sevilla,2012, Diésel,198000,Automático
8569,HYUNDAI,i40 CW 1.7 CRDi 104kW (141 CV) BlueDrive Tecno,15980,Castellón,2019, Diésel,73102,Manual
8570,SEAT,León ST 1.6TDI CR S&S Reference Advanced 115,17900,Toledo,2019, Diésel,35000,Manual
8571,SEAT,Ibiza 1.4 TSI 150cv FR DSG,9390,Madrid,2013, Gasolina,108730,Automático
8572,CITROEN,C3 Aircross Puretech S&S Feel 110,16290,Girona,2021, Gasolina,15230,Manual
8573,HYUNDAI,i30 1.4 TGDI  Fastback DCT,20490,Castellón,2018, Gasolina,24418,Automático
8574,BMW,Serie 3 318d,18990,Castellón,2016, Diésel,76531,Automático
8575,BMW,Serie 3 330iA Gran Turismo,32900,Madrid,2018, Gasolina,29714,Automático
8576,VOLKSWAGEN,Tiguan 2.0TDI Sport DSG 110kW,32750,Sevilla,2018, Diésel,44963,Automático
8577,CITROEN,C4 1.2 PureTech Feel Pack S&S 130,21490,Zaragoza,2021, Gasolina,880,Manual
8578,OPEL,Astra Excellence 17 Llanta,10530,Vizcaya,2015, Diésel,135500,Manual
8579,VOLKSWAGEN,Sharan 2.0TDI Sport DSG 135kW,23900,Barcelona,2016, Diésel,100000,Automático
8580,ABARTH,500 C 1.4 16v T-Jet 595 107kW (145CV) E6,19490,Barcelona,2019, Gasolina,13507,Manual
8581,SEAT,Ibiza 1.2 TDI 75cv Reference,6990,Sevilla,2013, Diésel,164108,Manual
8582,FORD,C-Max 1.5TDCi Trend+ 95,11740,Vizcaya,2017, Diésel,126561,Manual
8583,SEAT,León ST 2.0 TDI 110 kW (150 CV) DSG-6 Start&Stop Xcellence Advanced,17990,Guipúzcoa,2018, Diésel,125000,Automático
8584,MAZDA,CX-5 2.2 150cv DE 2WD AT Style,13990,Jaén,2014, Diésel,125980,Manual
8585,FIAT,Tipo Sedán 1.4 Easy,9490,Castellón,2019, Gasolina,87096,Manual
8586,RENAULT,Clio 1.5dCi Energy Business 66kW,10999,Pontevedra,2018, Diésel,101884,Manual
8587,KIA,Sportage 1.6 GDi Concept 4x2,19020,Vizcaya,2019, Gasolina,20742,Manual
8588,JAGUAR,XF 2.2 Diesel Premium Luxury,16280,Vizcaya,2013, Diésel,97110,Automático
8589,VOLVO,XC40 Momentum 2WD,27390,Vizcaya,2018, Gasolina,63000,Manual
8590,BMW,Serie 3 318d Touring,17200,Barcelona,2016, Diésel,159125,Manual
8591,RENAULT,Laguna 1.5dCi Emotion,10800,Barcelona,2015, Diésel,130596,Manual
8592,RENAULT,Clio 1.5dCi eco2 Energy Business 75,7800,Barcelona,2013, Diésel,153518,Manual
8593,TOYOTA,Corolla 1.8 HYBRID ACTIVE TECH E-CVT 4P,20600,Valencia,2021, Gasolina,13376,Automático
8594,AUDI,A5 Sportback 2.0TDI Advanced 110kW,25300,Madrid,2018, Diésel,71421,Manual
8595,TOYOTA,Auris hybrid 140H Feel!,16995,Madrid,2017, Híbrido,57250,Automático
8596,LAND-ROVER,Range Rover Sport 3.0D I6 MHEV HSE AUTO 4WD 300 5P (DISPONIBLE 03/2022),97800,Málaga,2021, Híbrido,8673,Automático
8597,FIAT,500 1.2 Lounge,12999,Cádiz,2017, Gasolina,12,Manual
8598,FORD,Focus 1.0 ECOBOOST 92KW ST-LINE 5P,14900,Barcelona,2018, Gasolina,27500,Manual
8599,RENAULT,Scénic II 1.5DCI Confort Authentique 100,3200,Málaga,2004, Diésel,124381,Manual
8600,NISSAN,Juke 1.0 DIG-T N-Connecta 4x2 DCT 7 114,19900,Vizcaya,2021, Gasolina,22563,Automático
8601,TOYOTA,Prius Plug-In 125PH Solar,27990,Alicante,2020, Híbrido,8659,Automático
8602,TOYOTA,Prius Plug-In 125PH Advance,28490,Palencia,2021, Híbrido,4,Automático
8603,HONDA,CR-V 2.0 i-VTEC Executive Sensing 4x4 AT,25890,Barcelona,2017, Gasolina,35000,Automático
8604,KIA,Sportage 1.7CRDi VGT Eco-Dynamics Drive 4x2,13990,Pontevedra,2017, Diésel,146880,Manual
8605,VOLKSWAGEN,Polo 1.4TDI Edition,6990,Murcia,2008, Diésel,170000,Manual
8606,BMW,Serie 2 220iA Cabrio,35900,Alicante,2021, Gasolina,13934,Automático
8607,SMART,Forfour electric drive / EQ passion,21900,Córdoba,2020, Eléctrico,3222,Manual
8608,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14080,Toledo,2019, Gasolina,54150,Manual
8609,FORD,Puma 1.0 EcoBoost 114kW STLine X MHEV,26900,Alicante,2020, Híbrido,11000,Manual
8610,AUDI,Q3 35 TDI S tronic 110kW (4.75),30400,Girona,2019, Diésel,77958,Automático
8611,RENAULT,Captur E-TECH Híbrido Zen 105kW,26500,Girona,2021, Híbrido,800,Automático
8612,VOLVO,XC60 TODOTERRENO 2.0 B4 D MOMENTUM AUTOMATICO 4WD 197CV 5P,44990,Sevilla,2021, Diésel,8190,Automático
8613,DS,DS3 Crossback 3 PureTech 73 kW Manual SO CHIC,22400,La Rioja,2021, Gasolina,10000,Manual
8614,RENAULT,Talisman 1.6dCi Energy Intens EDC 96kW,11499,Badajoz,2017, Diésel,190375,Automático
8615,SEAT,Ateca 1.6TDI CR S&S Ecomotive Style DSG,22900,Málaga,2019, Diésel,24900,Automático
8616,OPEL,Mokka X 1.4 T 103kW 4X2 S&S 120 Aniversario,14900,Madrid,2019, Gasolina,44758,Manual
8617,PEUGEOT,508 5P  225 e-EAT8 GT,32900,Barcelona,2020, Gasolina,20097,Automático
8618,PEUGEOT,3008 1.2 PURETECH 96KW ACTIVE S&S 5P,21200,Murcia,2020, Gasolina,53505,Manual
8619,PEUGEOT,3008 1.5 BLUEHDI 96KW GT LINE S&S 5P,23990,Valencia,2018, Diésel,64115,Manual
8620,PEUGEOT,208 Active Eléctrico 100kW,23200,Sevilla,2020, Eléctrico,1,Automático
8621,BMW,Serie 5 520dA xDrive,23900,Madrid,2016, Diésel,118400,Automático
8622,BMW,Serie 3 318dA Business,19900,Madrid,2017, Diésel,136300,Automático
8623,MITSUBISHI,Grandis 2.0 DI-D Invite,4900,Cáceres,2006, Diésel,300687,Manual
8624,AUDI,A3 Sportback 30 TFSI S Line 85kW,21400,Sevilla,2019, Gasolina,93112,Manual
8625,AUDI,Q5 2.0 TFSI S line Q.-ultra S-T (9.75),36990,Vizcaya,2018, Gasolina,48000,Automático
8626,MERCEDES-BENZ,Clase A 250 e Compacto,38800,Córdoba,2020, Híbrido,14049,Automático
8627,DR,6 Sport GLP,18500,Girona,2019, Gasolina,19500,Manual
8628,MERCEDES-BENZ,Clase C 220BlueTec 7G Plus (4.75),21000,Sevilla,2015, Diésel,162047,Automático
8629,OPEL,Astra SW 1.6 16v Enjoy Easytronic,5900,Vizcaya,2007, Gasolina,125000,Automático
8630,OPEL,Crossland 1.2T 110CV 120 ANIVERSARIO,16750,Pontevedra,2020, Gasolina,30100,Manual
8631,FIAT,Tipo 5P 1.3 Multijet 70kW (95CV) Mirror,13400,Sevilla,2020, Diésel,36300,Manual
8632,RENAULT,Mégane Emotion,3430,Vizcaya,2006, Diésel,232000,Manual
8633,OPEL,Astra 1.4 TURBO 125 HP DYNAMIC S,13500,Vizcaya,2016, Gasolina,81666,Manual
8634,DS,DS4 4 1.6 BlueHDi 120cv STT Design,13490,La Coruña,2015, Diésel,69000,Automático
8635,MERCEDES-BENZ,Clase B 200,9390,Vizcaya,2010, Gasolina,143839,Manual
8636,NISSAN,Note 1.4 Acenta,4990,Vizcaya,2009, Gasolina,154446,Manual
8637,VOLVO,V60 familiar 2.0 D3 R-DESIGN AUTO 5P,42900,Madrid,2020, Diésel,17573,Automático
8638,VOLVO,XC60 D3 R-Design Momentum Aut. 150,26900,Alicante,2016, Diésel,59000,Automático
8639,FORD,Focus 1.0 ECOBOOST MHEV 92KW ACTIVE 5P,19100,Valencia,2021, Gasolina,474,Manual
8640,RENAULT,Scénic Dynamique 1.5 dCi 105 CV eco2,4400,Granada,2008, Diésel,188722,Manual
8641,KIA,Picanto 1.2 CVVT 62kW (84CV) GT Line,11990,Barcelona,2020, Gasolina,18890,Manual
8642,BMW,Serie 2 216d Gran Tourer,14950,Vizcaya,2015, Diésel,99680,Manual
8643,CITROEN,C4 Cactus 1.2 PureTech Feel 82,9500,Barcelona,2017, Gasolina,92220,Manual
8644,OPEL,Corsa 1.5D DT 100cv Elegance,15180,Barcelona,2020, Diésel,10278,Manual
8645,HYUNDAI,Tucson 1.6 TGDI Style 4x4 DT 176,22890,Barcelona,2017, Gasolina,73000,Automático
8646,RENAULT,Clio Blue dCi Zen 85kW,15910,Madrid,2020, Diésel,21050,Manual
8647,VOLKSWAGEN,T-Cross 1.0 TSI Advance DSG7 81kW,23885,Barcelona,2021, Gasolina,12313,Automático
8648,BMW,Serie 1 118i,31585,Barcelona,2021, Gasolina,11927,Automático
8649,BMW,Serie 2 M2,48900,Alicante,2017, Gasolina,62971,Automático
8650,AUDI,A4 2.0 TFSI ultra S line edition S tronic 140kW,26900,Barcelona,2017, Gasolina,80075,Automático
8651,MINI,Mini 1.6 16V Cooper D,7900,Badajoz,2009, Diésel,143570,Manual
8652,SEAT,León 1.5 eTSI S&S FR DSG-7 150,25800,Barcelona,2020, Gasolina,21068,Automático
8653,MINI,Mini Cooper 5 PUERTAS COOPER,18700,Madrid,2019, Gasolina,37490,Manual
8654,PEUGEOT,307 CC 1.6,5900,Alicante,2006, Gasolina,186250,Manual
8655,BMW,X1 2.0 SDRIVE18D 5P,32500,Madrid,2018, Diésel,47720,Automático
8656,MERCEDES-BENZ,Clase E 220d 9G-Tronic 194,34900,Madrid,2017, Diésel,91394,Automático
8657,PEUGEOT,208 Allure Eléctrico 100kW,23950,León,2020, Eléctrico,2979,Automático
8658,PEUGEOT,5008 SUV 1.6 THP S&S Allure EAT6 165,25700,Valencia,2017, Gasolina,65038,Automático
8659,TOYOTA,Corolla 125H Active Tech,19990,Alicante,2019, Híbrido,53025,Automático
8660,TOYOTA,C-HR 1.8 125H Advance,17990,Sevilla,2017, Híbrido,112166,Automático
8661,TOYOTA,Auris 1.8 140H Hybrid Active,14500,Lugo,2018, Gasolina,149000,Automático
8662,FORD,Kuga 2.0TDCi Auto S&S Titanium 4x4 PS 180,22900,Valladolid,2018, Diésel,120397,Automático
8663,PEUGEOT,308 1.6BlueHDi S&S Style 100,14800,Jaén,2017, Diésel,69985,Manual
8664,PEUGEOT,208 1.6 BlueHDi Active 75,10990,Cádiz,2017, Diésel,81000,Manual
8665,AUDI,A1 Sportback 1.0 TFSI Adrenalin,16970,Valencia,2016, Gasolina,63114,Manual
8666,VOLKSWAGEN,Golf 2.0 TSI GTI Performance 180kW,26500,Salamanca,2018, Gasolina,90000,Manual
8667,AUDI,A5 Coupé 2.0TDI S Line S tronic 140kW,32900,Cáceres,2017, Diésel,87205,Automático
8668,DS,DS7 Crossback E-Tense Performance Line Aut. 4x4,44500,Zaragoza,2020, Híbrido Enchufable,9000,Automático
8669,RENAULT,Captur TCe Energy Zen 66kW,14750,Girona,2020, Gasolina,2925,Manual
8670,SEAT,León ST 1.6TDI CR S&S Reference 115,14990,Toledo,2019, Diésel,96710,Manual
8671,SEAT,Ateca 1.6TDI CR S&S Ecomotive Style,18100,Tarragona,2019, Diésel,100650,Manual
8672,BMW,Serie 1 118dA Business,34900,Asturias,2021, Diésel,18001,Automático
8673,BMW,Serie 7 730dA,61900,Cáceres,2020, Diésel,14200,Automático
8674,VOLKSWAGEN,Golf 1.4 TSI Advance 92kW(4.75),16999,Jaén,2017, Gasolina,107280,Manual
8675,PEUGEOT,5008 1.2 PureTech S&S Style 7 pl. 130,10234,Alicante,2015, Gasolina,139832,Manual
8676,MINI,Mini Cooper D,16490,Málaga,2016, Diésel,56000,Manual
8677,VOLKSWAGEN,Golf 2.0TDI Sport DSG7 110kW,23000,Toledo,2017, Diésel,50000,Automático
8678,BMW,Serie 3 318d xDrive,19400,Madrid,2017, Diésel,138500,Manual
8679,PEUGEOT,3008 SUV 1.2 S&S PureTech Allure 130,26700,Barcelona,2019, Gasolina,21833,Manual
8680,AUDI,A4 Avant 2.0 Tfsi Avant S-tronic Ultra  190 cv,24990,Vizcaya,2018, Gasolina,76000,Automático
8681,AUDI,A1 Sportback 1.6 TDI S tronic Attraction,11990,Almería,2017, Diésel,169752,Automático
8682,MERCEDES-BENZ,Clase GLE Coupé 350d 4Matic Aut.,63900,Salamanca,2018, Diésel,70500,Automático
8683,JAGUAR,E-Pace 2.0 D 132KW FIRST EDITION AUTO 4WD 180 5P,44500,Málaga,2018, Diésel,61500,Automático
8684,VOLVO,V40 BERLINA 2.0 D3 MOMENTUM AUTO 5P,19900,Madrid,2017, Diésel,73500,Automático
8685,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14080,Valencia,2019, Gasolina,35505,Manual
8686,LEXUS,CT 200h 1.8 200h Executive + Navibox,16290,Madrid,2016, Híbrido,55400,Automático
8687,FIAT,Tipo 1.4 Lounge 88kW (120CV) gasolina/GLP SW,8490,Madrid,2018, Gasolina,112255,Manual
8688,ALFA,ROMEO MiTo Super (2016-gt;),11740,Vizcaya,2018, Gasolina,76696,Manual
8689,FORD,Fiesta 1.0 EcoBoost 74kW ST-Line S/S 5p,12490,Valladolid,2018, Gasolina,74112,Manual
8690,VOLKSWAGEN,Golf R 2.0 TSI 228kW (310CV) 4Motion DSG,31490,Valladolid,2018, Gasolina,79250,Automático
8691,BMW,Serie 1 116i,13490,Valencia,2015, Gasolina,81950,Manual
8692,RENAULT,Clio 1.6 E-TECH ZEN 140 5P,18900,Guipúzcoa,2021, Híbrido,11699,Automático
8693,VOLKSWAGEN,Golf Sport 1.5 TSI EVO 96kW (130CV),18990,La Coruña,2019, Gasolina,24990,Manual
8694,FIAT,500L Pop Star 1.4 16v 70kW (95CV),11990,Barcelona,2016, Gasolina,86712,Manual
8695,OPEL,Crossland X 1.2T S&S Innovation 130,16900,Alicante,2019, Gasolina,59552,Manual
8696,VOLKSWAGEN,Touran 1.6TDI CR BMT Sport 81kW,14950,Vizcaya,2016, Diésel,149589,Manual
8697,VOLVO,V60 familiar 2.0 D4 MOMENTUM AUTO 5P,29900,Guadalajara,2018, Diésel,48704,Automático
8698,MERCEDES-BENZ,Clase V 220d Largo,47069,Córdoba,2019, Diésel,7442,Automático
8699,SEAT,Ibiza 1.0 MPI 80 style,12420,Barcelona,2019, Gasolina,18665,Manual
