,brand,model,price,province,matriculation,fuel,kilometres,gear
6376,CITROEN,C3 1.2 PureTech S&S Shine 83,14628,Barcelona,2020, Gasolina,6429,Manual
6377,FORD,Fiesta 1.0 EcoBoost S/S ST Line 100,13460,Valencia,2019, Gasolina,39198,Manual
6378,CITROEN,C5 2.0HDI X 90,2890,Vizcaya,2002, Diésel,280000,Manual
6379,RENAULT,Mégane 1.5dCi Blue Limited 70kW,11490,Madrid,2018, Diésel,122356,Manual
6380,OPEL,Antara 2.2CDTI Cosmo,9500,Barcelona,2012, Diésel,151000,Manual
6381,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14990,Valencia,2019, Gasolina,32934,Manual
6382,CITROEN,C4 Grand  SpaceTourer PureTech 96KW (130CV) EAT8 Shine Pack,26500,Valencia,2021, Gasolina,6485,Automático
6383,JAGUAR,"I-Pace 21"" AWD SE (400cv)",84700,Málaga,2021, Eléctrico,4,Automático
6384,BMW,X3 xDrive20d,22990,La Coruña,2015, Diésel,89664,Automático
6385,OPEL,Insignia Grand Sport 1.5 CDTI 122CV,24990,Pontevedra,2020, Diésel,5,Automático
6386,VOLKSWAGEN,Polo 1.0 TSI Advance 70kW,14999,Castellón,2018, Gasolina,79811,Manual
6387,MERCEDES-BENZ,Clase B 180,27995,Sevilla,2020, Gasolina,14648,Automático
6388,VOLKSWAGEN,Golf Variant 1.6TDI CR BMT Advance 105,9300,Vizcaya,2014, Diésel,196000,Manual
6389,MERCEDES-BENZ,Clase A 180d 8G-DCT,32500,Madrid,2021, Diésel,24723,Automático
6390,BMW,X5 xDrive 30dA,83900,Alicante,2021, Diésel,20333,Automático
6391,MERCEDES-BENZ,Clase GLC Coupé 250d 4Matic Aut.,49900,Toledo,2018, Diésel,43000,Automático
6392,KIA,Carens 1.6 GDi Concept 135,12300,Toledo,2017, Gasolina,112684,Manual
6393,SEAT,León 1.4 TSI S&S Style 125,12850,Alicante,2014, Gasolina,73151,Manual
6394,RENAULT,Captur 1.5dCi Energy Zen EDC 66kW,16900,Barcelona,2019, Diésel,59500,Automático
6395,KIA,Sportage 1.6 MHEV 100KW BUSINESS 2WD 5P,25900,Alicante,2021, Diésel,6645,Manual
6396,MERCEDES-BENZ,Clase GLC 220d 4Matic Aut.,30500,Cádiz,2016, Diésel,118000,Automático
6397,FORD,Fiesta 1.0 EcoBoost 74kW (100CV) Active 5p,14990,Almería,2021, Gasolina,44278,Manual
6398,FORD,Focus 1.0 Ecoboost Auto-S&S ST-Line Aut. 125,16290,Vizcaya,2017, Gasolina,56530,Automático
6399,MERCEDES-BENZ,Clase C 180 Kompressor BlueEfficiency (204.044),8990,Vizcaya,2009, Gasolina,194236,Manual
6400,AUDI,A5 Coupé 3.0TDI quattro S tronic 160kW (4.75),33890,Valencia,2018, Diésel,82000,Automático
6401,NISSAN,Qashqai dCi 85 kW (115 CV) E6D ACENTA,15400,Madrid,2019, Diésel,82530,Manual
6402,CITROEN,C3 Aircross Puretech S&S Feel 110,21485,Asturias,2021, Gasolina,5990,Manual
6403,NISSAN,Leaf 150PS ACENTA 40KWH 150 5P,23650,Vizcaya,2021, Eléctrico,12212,Automático
6404,AUDI,A4 Allroad quattro 3.0TDI S-Tronic 160kW,25300,Valencia,2016, Diésel,152430,Automático
6405,AUDI,Q3 2.0TDI Sport edition quattro S tronic 135kW,23900,Valencia,2017, Diésel,122356,Automático
6406,TOYOTA,Yaris Cross 120H Premier Edition,27740,Badajoz,2021, Híbrido,4641,Automático
6407,CITROEN,C3 1.6i 16v SX Plus CAS,5990,Valencia,2006, Gasolina,84014,Automático
6408,FIAT,Tipo 1.4 Lounge,12900,Cuenca,2018, Gasolina,30000,Manual
6409,BMW,X5 xDrive 30dA,41900,Cuenca,2017, Diésel,48000,Automático
6410,PEUGEOT,108 TOP! Allure VTi 52kW (72CV) Top! Allure,11490,Málaga,2020, Gasolina,8069,Manual
6411,PEUGEOT,3008 1.5 BLUEHDI 96KW ALLURE S&S 5P,17900,Valencia,2018, Diésel,157536,Manual
6412,AUDI,Q5 2.0 TDI 110kW (150CV) S line,28200,Sevilla,2018, Diésel,68630,Manual
6413,AUDI,A6 Avant 4.0 TFSI 420cv quattro S tronic S6,32990,Madrid,2014, Gasolina,88860,Automático
6414,AUDI,A4 1.8 TFSI 170cv multitronic,12490,Valencia,2012, Gasolina,138558,Automático
6415,VOLKSWAGEN,Tiguan 2.0TDI Sport 4Motion DSG 110kW,31990,Badajoz,2018, Diésel,119877,Automático
6416,SKODA,Rapid Spaceback 1.4 TDI 90 CV Ambition,9900,Málaga,2016, Diésel,146233,Manual
6417,VOLVO,XC90 D5 Inscription AWD 235 Aut.,48900,Madrid,2018, Diésel,89881,Automático
6418,JAGUAR,F-Type Coupé 2.0 I4 R-Dynamic Aut. 300,47990,Vizcaya,2019, Gasolina,29000,Automático
6419,VOLVO,V40 D2 Momentum 120,18990,Vizcaya,2017, Diésel,58992,Manual
6420,VOLKSWAGEN,Golf 1.6TDI Advance 85kW,17990,Vizcaya,2017, Diésel,83610,Manual
6421,FORD,Focus 1.5 TDCi 95 CV Start&Stop Business,10990,Guipúzcoa,2016, Diésel,131000,Manual
6422,BMW,X4 XDRIVE 3.0D,49990,Vizcaya,2019, Diésel,67000,Automático
6423,RENAULT,Kadjar 1.6dCi Energy Intens 96kW,14500,Sevilla,2016, Diésel,115000,Manual
6424,RENAULT,Captur Zen Energy TCe 87kW (120CV) EDC,16290,Madrid,2018, Gasolina,75130,Automático
6425,PORSCHE,911 GT2 RS,397900,Murcia,2010, Gasolina,11000,Manual
6426,BMW,Serie 2 Active Tourer 216d,13990,Sevilla,2015, Diésel,126443,Manual
6427,SKODA,Fabia 1.0 MPI 60cv Ambition,7990,Jaén,2016, Gasolina,89981,Manual
6428,FORD,C-Max C Max Trend Plus,12130,Vizcaya,2016, Diésel,81454,Manual
6429,VOLKSWAGEN,Scirocco 1.4 TSI 122cv,9490,Valencia,2011, Gasolina,177310,Manual
6430,MERCEDES-BENZ,Clase A 45 S AMG 4Matic+ 8G-DCT,76900,Madrid,2020, Gasolina,28223,Automático
6431,FORD,C-Max 1.0 Ecoboost Auto-S&S Trend+ 125,13300,Guipúzcoa,2016, Gasolina,46096,Manual
6432,HYUNDAI,i30 1.6CRDi BD Go Plus 136,13990,Sevilla,2017, Diésel,60500,Manual
6433,BMW,Serie 5 530iA Touring,32990,Sevilla,2017, Gasolina,78903,Automático
6434,RENAULT,Captur 1.5dCi Energy eco2 Intens 66kW,20900,Alicante,2021, Diésel,15244,Manual
6435,BMW,Serie 3 320d Touring,9990,Salamanca,2012, Diésel,192887,Automático
6436,KIA,Carens 1.8 LS,2990,Vizcaya,2001, Gasolina,222033,Manual
6437,BMW,Serie 5 520dA Gran Turismo Modern,16450,Vizcaya,2014, Diésel,204487,Automático
6438,ABARTH,500 595 1.4 Turbo T-Jet 165 CV Turismo,22900,Granada,2021, Gasolina,1,Manual
6439,OPEL,Crossland 1.2 81kW (110CV) GS Line,17300,Valencia,2021, Gasolina,31000,Manual
6440,SEAT,León 5p 1.5 EcoTSI 110 kW (150 CV) Start&Stop Xcellence,17990,Castellón,2020, Gasolina,19875,Manual
6441,FIAT,Punto 1.3 MJT II 75 CV 3 porte Easy,5190,Murcia,2012, Diésel,155979,Manual
6442,FORD,Focus SPORTBREAK TREND 1.0 ECOBOOST 125CV,10600,Vizcaya,2016, Gasolina,75000,Manual
6443,DACIA,Sandero 1.4 Laureate,4600,Badajoz,2008, Gasolina,98698,Manual
6444,MERCEDES-BENZ,Clase E 220 d Berlina 9G-TRONIC,28900,Murcia,2016, Diésel,199000,Automático
6445,OPEL,Mokka BEV 50kWh Ultimate Ultimate-e,33400,Sevilla,2021, Eléctrico,5300,Automático
6446,BMW,Serie 6 640dA Gran Coupé,52500,Alicante,2018, Diésel,45000,Automático
6447,FORD,"Kuga NUEVO  ST-LINE 1.5 EcoBlue 88,3KW (120CV) Euro 6.2",28100,Alicante,2021, Diésel,0,Manual
6448,OPEL,Mokka BEV 50kWh Ultimate Ultimate-e,33400,Sevilla,2021, Eléctrico,5300,Automático
6449,BMW,Serie 6 640dA Gran Coupé,52500,Alicante,2018, Diésel,45000,Automático
6450,FORD,"Kuga NUEVO  ST-LINE 1.5 EcoBlue 88,3KW (120CV) Euro 6.2",28100,Alicante,2021, Diésel,0,Manual
6451,HONDA,CR-V 1.6i-DTEC Executive 4x4 9AT 160,24500,Valencia,2016, Diésel,61647,Automático
6452,BMW,Serie 5 540iA,44900,Madrid,2017, Gasolina,33600,Automático
6453,PEUGEOT,207 3p Sport 1.6 HDi 110 FAP,3500,Alicante,2010, Diésel,229000,Manual
6454,MINI,Mini Cooper Cooper S Clubman Auto,7990,Jaén,2009, Gasolina,128400,Manual
6455,FORD,Kuga 1.5 EcoB. Auto S&S ST-Lin,21995,Madrid,2019, Gasolina,34000,Manual
6456,FIAT,500 1.2 Lounge,7500,Alicante,2013, Gasolina,121000,Manual
6457,NISSAN,Juke 1.0 DIG-T Acenta 4x2 DCT 7 114,20900,Vizcaya,2021, Gasolina,14644,Automático
6458,RENAULT,Clio 1.0 TCE 67KW ZEN 90 5P,15400,Vizcaya,2021, Gasolina,13751,Manual
6459,TOYOTA,Yaris 1.0 70 Active,10990,Almería,2017, Gasolina,99995,Manual
6460,TOYOTA,RAV-4 Rav4 Hybrid 220H Automático 4x2 Advance,33111,Barcelona,2021, Diésel,14520,Automático
6461,TOYOTA,C-HR 125H Advance,22990,Jaén,2018, Híbrido,60091,Automático
6462,BMW,X1 sDrive 16d,27700,Valencia,2019, Diésel,17663,Manual
6463,NISSAN,Qashqai 1.6dCi Black Edition 4x2 XTronic,19900,Cuenca,2017, Diésel,125000,Automático
6464,FORD,Kuga 1.5 EcoBoost ST-Line X FWD 150,27242,Asturias,2020, Gasolina,10,Manual
6465,HYUNDAI,Kona EV Tecno 7.2kW 150kW,35900,Valencia,2019, Eléctrico,5500,Automático
6466,PEUGEOT,208 Allure Eléctrico 100kW,25800,Lugo,2021, Eléctrico,5,Automático
6467,PEUGEOT,508 1.6 PURETECH AUTO ACTIVE 5P,27600,Murcia,2021, Gasolina,48,Automático
6468,MASERATI,Ghibli  Gransport V6 275 HP D RWD,97500,Madrid,2019, Diésel,11000,Automático
6469,MERCEDES-BENZ,Clase GLA 200d AMG Line,26900,Burgos,2016, Diésel,67100,Manual
6470,BMW,X6 xDrive 35iA,59000,Barcelona,2018, Gasolina,46249,Automático
6471,AUDI,A6 Avant 2.0 TDI 170CV F.AP. Advanced,11500,Badajoz,2009, Diésel,193750,Manual
6472,AUDI,A5 Coupé 2.0 TDI clean 190CV multitr S line,24990,Valladolid,2016, Diésel,84000,Automático
6473,RENAULT,Clio TCe GPF Energy Zen 66kW,13450,Islas Baleares,2018, Gasolina,57271,Manual
6474,CITROEN,C-Elysée 1.6BlueHDi Seduction 100,6700,Cáceres,2016, Diésel,188000,Manual
6475,FORD,Focus 1.0 Ecoboost ST Line 125,18500,Madrid,2019, Gasolina,31206,Manual
6476,DS,DS3 Crossback BlueHDi So Chic 110,25900,Madrid,2021, Diésel,1,Manual
6477,CITROEN,C3 PureTech 60KW (82CV) FEEL Feel,11690,Zaragoza,2017, Gasolina,38122,Manual
6478,OPEL,Corsa Blue Line,3900,Vizcaya,2004, Diésel,154600,Manual
6479,KIA,Sorento 2.2 CRDi Active 4x4,16490,Valencia,2013, Diésel,141267,Automático
6480,RENAULT,Clio 1.5dCi SS Energy Business 55kW,8900,Cádiz,2017, Diésel,156000,Manual
6481,CITROEN,C4 Picasso 2.0BlueHDI S&S Shine EAT6 150,18900,Girona,2018, Diésel,61000,Automático
6482,RENAULT,Mégane 1.5dCi Energy Life 66kW,10500,Toledo,2017, Diésel,106000,Manual
6483,INFINITI,QX30 2.2D PREMIUM TECH 7DCT AWD,18990,Jaén,2017, Diésel,155183,Automático
6484,MERCEDES-BENZ,Clase C 200 BlueTEC / d T (205.204),18110,Vizcaya,2017, Diésel,110812,Manual
6485,CITROEN,C4 1.6BlueHDI S&S Business 100,12130,Vizcaya,2016, Diésel,92390,Manual
6486,MERCEDES-BENZ,Clase A 180d 7G-DCT,27990,Vizcaya,2018, Diésel,74000,Automático
6487,MERCEDES-BENZ,Clase B 220 4MATIC,39200,Barcelona,2019, Gasolina,9735,Automático
6488,LEXUS,IS 300h Executive Parking,23800,Toledo,2017, Híbrido,42000,Automático
6489,BMW,Serie 4 420d Gran Coupé,26900,Toledo,2018, Diésel,68000,Manual
6490,RENAULT,Clio TCe GPF Energy Zen 66kW,13091,Madrid,2018, Gasolina,55080,Manual
6491,KIA,Sportage 1.6 CRDI MHEV 48V 136 black edition,24831,Barcelona,2021, Diésel,14160,Manual
6492,VOLKSWAGEN,Eos 1.6 FSI,9970,Valencia,2007, Gasolina,139980,Manual
6493,FORD,Focus 1.0 Ecoboost 92kW ST-Line,17490,Málaga,2018, Gasolina,39872,Manual
6494,KIA,Picanto 1.0 CVVT 49kW (67CV) Concept,9990,Jaén,2019, Gasolina,9986,Manual
6495,KIA,Sportage 2.0 DOHC LX 4x2,5990,Sevilla,2006, Gasolina,131687,Manual
6496,BMW,Serie 1 118i,31585,Barcelona,2021, Gasolina,11625,Automático
6497,VOLKSWAGEN,T-Roc Advance,21750,Vizcaya,2018, Gasolina,54323,Manual
6498,DACIA,Sandero Stepway  66kW (90CV),11990,Castellón,2018, Gasolina,31110,Manual
6499,MERCEDES-BENZ,Clase GLC 300e 4Matic 9G-Tronic,58900,Guipúzcoa,2020, Híbrido Enchufable,24500,Automático
6500,VOLKSWAGEN,Touran 1.6TDI CR BMT Edition DSG7 85kW,21690,Vizcaya,2018, Diésel,58144,Automático
6501,CITROEN,C4 Picasso 1.6e-HDi Seduction ETG6 115,14799,Barcelona,2015, Diésel,57000,Automático
6502,JAGUAR,E-Pace 2.0D I4 R-Dynamic S AWD 150,40995,Las Palmas,2020, Diésel,9000,Manual
6503,CITROEN,C-Zero Seduction,8000,Zaragoza,2016, Eléctrico,61501,Automático
6504,VOLKSWAGEN,Golf 1.6 TDI 85kW (115CV) Ready2Go,16400,Castellón,2018, Diésel,43874,Manual
6505,OPEL,Mokka X 1.4 T 140 HP COLOR EDITION 2WD S,10990,Toledo,2016, Gasolina,75393,Manual
6506,CITROEN,C4 1.6HDi Exclusive 110,8860,Vizcaya,2011, Diésel,112647,Manual
6507,BMW,X4 xDrive 20dA,36990,Vizcaya,2018, Diésel,71000,Automático
6508,MITSUBISHI,Colt 1.5 16V CZC,4090,Murcia,2006, Gasolina,153220,Manual
6509,VOLKSWAGEN,Arteon 2.0TDI R-Line DSG7 110kW,31900,Navarra,2018, Diésel,85000,Automático
6510,AUDI,A7 Sportback 2.0 TFSI S-Tronic,33900,Barcelona,2016, Gasolina,39733,Automático
6511,VOLVO,XC60 D4 Momentum AWD,36500,Madrid,2019, Diésel,36509,Automático
6512,TOYOTA,C-HR 125H Dynamic Plus,21990,Almería,2017, Híbrido,54230,Automático
6513,KIA,Sportage 1.6 MHEV Drive 100kW (136CV) 4x2,23350,Barcelona,2021, Híbrido,15991,Manual
6514,BMW,X1 sDrive 18d,24400,Valencia,2016, Diésel,68074,Automático
6515,HONDA,HR-V 1.6 i-DTEC Executive,15500,Valladolid,2016, Diésel,111100,Manual
6516,MERCEDES-BENZ,Clase A A-CLASS BERLINA CON PORTON 1.5 180 D DCT 116 5P,28300,Murcia,2018, Diésel,67925,Automático
6517,PEUGEOT,308 5p Style 1.2 PureTech 96KW (130CV) S&S,13490,Salamanca,2018, Gasolina,56376,Manual
6518,JAGUAR,XF 2.0i4D R-Sport Aut. 180,49900,Ciudad Real,2020, Diésel,10,Automático
6519,AUDI,A3 S3 Sportback 2.0 TFSI quattro S-Tronic,31900,León,2015, Gasolina,72500,Automático
6520,MERCEDES-BENZ,Clase E Cabrio 350BlueTec Aut.,39200,Toledo,2015, Diésel,96674,Automático
6521,OPEL,Corsa 1.2T XHL S/S Elegance 100,15900,Murcia,2020, Gasolina,17086,Manual
6522,FORD,Puma 1.0 ECOBOOST 92KW MHEV ST-LINE X 5P,22250,Valencia,2021, Gasolina,9761,Manual
6523,BMW,"Serie 1 F20 5P 118IA 136CV, AUTOMATICO",19990,Sevilla,2019, Gasolina,59888,Automático
6524,OPEL,Mokka X 1.4 T 140 HP COLOR EDITION 2WD S,10990,Madrid,2016, Gasolina,75393,Manual
6525,RENAULT,Kadjar 1.5dCi Energy Life 81kW,15900,Cádiz,2016, Diésel,133000,Manual
6526,MERCEDES-BENZ,Clase A URBAN 2.2CDI 136CV,15490,Vizcaya,2014, Diésel,149000,Manual
6527,CITROEN,C4 Aircross 1.6HDI S&S Seduction 2WD 115,10150,Vizcaya,2013, Diésel,157786,Manual
6528,BMW,Serie 3 318d Touring,17990,Sevilla,2017, Diésel,109924,Automático
6529,RENAULT,Kadjar 1.5dCi Energy Life 81kW,15900,Cádiz,2016, Diésel,133000,Manual
6530,MERCEDES-BENZ,Clase A URBAN 2.2CDI 136CV,15490,Vizcaya,2014, Diésel,149000,Manual
6531,MERCEDES-BENZ,Clase C 200CDI BE,15790,Vizcaya,2014, Diésel,91500,Manual
6532,CITROEN,C4 Aircross 1.6HDI S&S Seduction 2WD 115,10150,Vizcaya,2013, Diésel,157786,Manual
6533,RENAULT,Zoe Intens,10830,Vizcaya,2017, Eléctrico,34985,Automático
6534,MERCEDES-BENZ,Clase E Coupé 220 CDI Blue Efficiency Elegance,18490,Valencia,2013, Diésel,156428,Automático
6535,JAGUAR,F-Pace 2.0D PURE 4WD AUTO 5P,32900,Barcelona,2018, Diésel,64811,Automático
6536,OPEL,Grandland X 1.2T S&S 120 Aniversario 130,18400,Sevilla,2019, Gasolina,93611,Manual
6537,MERCEDES-BENZ,Clase GLA 220d 4Matic 7G-DCT 177,29900,Pontevedra,2018, Diésel,83533,Automático
6538,KIA,Optima 1.7CRDI Eco-Dynamics Drive,14100,Toledo,2017, Diésel,151800,Manual
6539,DACIA,Duster 1.6 Essential 4x2 84kW,15750,Madrid,2019, Gasolina,19000,Manual
6540,OPEL,Corsa 1.4 Selective 90,10590,Cádiz,2018, Gasolina,74000,Manual
6541,SUZUKI,Grand Vitara 1.6L JX,10590,Vizcaya,2009, Gasolina,78000,Manual
6542,FIAT,Punto 1.3Mjt 16v Feel/Class,4850,Vizcaya,2007, Diésel,218000,Manual
6543,FORD,Puma SUV 1.0 EcoBoost MHEV ST-Line 125,21000,Vizcaya,2021, Gasolina,7,Manual
6544,FORD,Puma SUV 1.0 EcoBoost MHEV ST-Line 125,21000,Vizcaya,2021, Gasolina,7,Manual
6545,PORSCHE,Panamera Turbo Aut.,93900,Granada,2017, Gasolina,129582,Automático
6546,NISSAN,Micra 1.2 Tekna,8900,Valencia,2015, Gasolina,52567,Manual
6547,SEAT,León 1.6 TDI 105 CV ST S/S Style,8500,Barcelona,2014, Diésel,150000,Manual
6548,VOLKSWAGEN,Golf Business 1.6 TDI 5p. Highline,11390,Murcia,2012, Diésel,97684,Manual
6549,VOLKSWAGEN,Golf 1.4TSI 150CV RLINE DSG,19600,Vizcaya,2016, Gasolina,50000,Automático
6550,VOLKSWAGEN,Polo GTI 2.0 TSI 147kW (200CV) DSG,21890,Madrid,2019, Gasolina,22580,Automático
6551,KIA,Optima GT-Line,24480,Vizcaya,2019, Gasolina,34000,Automático
6552,CITROEN,C3 1.4HDI Exclusive,3920,Vizcaya,2003, Diésel,150000,Manual
6553,CITROEN,C-Elysée Shine,9830,Vizcaya,2017, Diésel,94166,Manual
6554,SUZUKI,Grand Vitara 1.9DDiS JLX,13995,Zaragoza,2013, Diésel,140000,Manual
6555,LAND-ROVER,Discovery Sport 2.0 TD4 150 CV Pure,35900,Alicante,2019, Diésel,20000,Automático
6556,FORD,Kuga 2.5 PHEV ST-LINE X AUTO 5P,32990,Valencia,2021, Eléctrico,750,Automático
6557,HYUNDAI,i40 CW 1.7CRDI BD Klass 115,10900,Pontevedra,2016, Diésel,177316,Manual
6558,SKODA,Superb 2.0 TDI 110KW (150cv) Ambition,12290,Madrid,2018, Diésel,132992,Manual
6559,NISSAN,Note 1.5dCi Naru Edition,8380,Barcelona,2015, Diésel,126000,Manual
6560,RENAULT,Zoe Limited 40 R110 Flexi,16500,Girona,2020, Eléctrico,9815,Manual
6561,VOLKSWAGEN,Polo 1.0 TSI Advance 70kW,16200,Toledo,2020, Gasolina,16000,Manual
6562,MINI,Mini Cooper 1300 INYECCION,19950,Sevilla,1992, Gasolina,76443,Manual
6563,OPEL,Grandland X 1.2T S&S Selective 130,21800,Alicante,2020, Gasolina,18898,Manual
6564,VOLKSWAGEN,Touareg 2.5TDI R5,8490,Huesca,2004, Diésel,220000,Manual
6565,LEXUS,NX 300h 2.5 300h Luxury 4WD 322€/mes,38895,Madrid,2018, Híbrido,75000,Automático
6566,MERCEDES-BENZ,Clase CLS 350 Aut.,14950,Alicante,2006, Gasolina,79000,Automático
6567,AUDI,Q7 3.0TDI quattro tiptronic 7pl. 200kW(9.75),42200,Valencia,2017, Diésel,132562,Automático
6568,TOYOTA,C-HR 125H Advance,21990,Málaga,2017, Híbrido,58171,Automático
6569,TOYOTA,RAV-4 2.5 hybrid AWD Advance,20950,Murcia,2017, Híbrido,112935,Automático
6570,TOYOTA,C-HR 125H Dynamic Plus,21990,Palencia,2017, Híbrido,67802,Automático
6571,TOYOTA,C-HR 1.8 VVT-I HYBRID DYNAMIC PLUS AUTO 5P,19990,Madrid,2017, Gasolina,90344,Automático
6572,BMW,X1 sDrive 18dA,33100,Valencia,2019, Diésel,37655,Automático
6573,VOLVO,XC60 D4 Momentum AWD Aut.,31700,Valencia,2018, Diésel,165254,Automático
6574,KIA,Niro 1.6 HEV DRIVE,12990,Pontevedra,2017, Híbrido,155000,Automático
6575,HYUNDAI,Tucson 1.7CRDI BD Tecno Sky 4x2,18500,Pontevedra,2017, Diésel,122350,Manual
6576,HYUNDAI,Tucson 1.7CRDI BD Tecno Sky 4x2,18500,Pontevedra,2017, Diésel,122350,Manual
6577,RENAULT,Kadjar 1.5dCi Energy Xmod 81kW,14500,Jaén,2016, Diésel,138982,Manual
6578,PEUGEOT,2008 1.6 BlueHDI Active 100,15400,Castellón,2019, Diésel,27400,Manual
6579,PEUGEOT,3008 1.2 PureTech S&S Allure 130,22500,Castellón,2019, Gasolina,26271,Manual
6580,JEEP,Renegade 1.0 Night Eagle II 4x2,21390,Barcelona,2021, Gasolina,5,Manual
6581,AUDI,A4 2.0 TDI clean d 150CV S line edition,20990,Valladolid,2016, Diésel,61474,Manual
6582,AUDI,Q2 35 TFSI 150 s line,30820,Barcelona,2021, Gasolina,11755,Manual
6583,HYUNDAI,i20 1.2 MPI 85cv Essence,11500,Barcelona,2020, Gasolina,41583,Manual
6584,MERCEDES-BENZ,Clase B 180 7G-DCT,33000,Madrid,2021, Gasolina,6195,Automático
6585,VOLKSWAGEN,Golf R 320,56900,Cádiz,2021, Gasolina,9000,Automático
6586,VOLVO,V40 D2 Kinetic 120,14470,Vizcaya,2017, Diésel,99769,Manual
6587,NISSAN,Micra 1.4 16V 3 porte Tekna,4300,Barcelona,2004, Gasolina,73500,Manual
6588,RENAULT,Mégane Limited Energy TCe 115 S&S Euro 6,6990,Valencia,2015, Gasolina,120340,Manual
6589,MERCEDES-BENZ,Clase E Coupé 250d 9G-Tronic,28890,Barcelona,2016, Diésel,33000,Automático
6590,MERCEDES-BENZ,Clase CLK 320 CDI Avantgarde,5990,Sevilla,2005, Diésel,277016,Automático
6591,FORD,Focus 1.0 Ecoboost ST Line 125,18500,Barcelona,2020, Gasolina,13683,Manual
6592,VOLKSWAGEN,Golf Variant 1.6 TDI CR Sport,7990,Málaga,2012, Diésel,216800,Manual
6593,MERCEDES-BENZ,Clase V 220 d  Largo,43900,Asturias,2019, Diésel,13278,Automático
6594,VOLKSWAGEN,Scirocco Typhoon by R-Line 2.0 TDI 150CV BMT,16590,Madrid,2016, Diésel,64400,Manual
6595,VOLKSWAGEN,Passat Variant 2.0 TDI 140 Advance Bmotion Tech,14990,Castellón,2014, Diésel,81000,Manual
6596,CITROEN,C3 Aircross PureTech 81kW (110CV) S&S SHINE Shine,15000,Zaragoza,2020, Gasolina,55828,Manual
6597,PORSCHE,Macan S Diesel (9.75) Aut.,37410,Vizcaya,2014, Diésel,131700,Automático
6598,MERCEDES-BENZ,Clase E 300 BlueTec,23410,Vizcaya,2014, Diésel,133000,Automático
6599,SEAT,Arona 1.0 TSI 85KW XCELLENCE ECOMOTIVE 115 5P,17400,Vizcaya,2017, Gasolina,22000,Manual
6600,MERCEDES-BENZ,Clase GLC Coupé 350d 4Matic Aut.,42900,Castellón,2017, Diésel,110000,Automático
6601,OPEL,Insignia ST 2.0CDTI S&S Excellence Aut. 170,19490,Madrid,2017, Diésel,98750,Automático
6602,VOLKSWAGEN,Scirocco 2.0TDI BMT,15350,Alicante,2013, Diésel,72672,Manual
6603,MERCEDES-BENZ,Clase M ML 320CDI Aut.,11900,Badajoz,2008, Diésel,313900,Automático
6604,OPEL,Grandland X 1.2T S&S 120 Aniversario 130,18400,Sevilla,2019, Gasolina,87417,Manual
6605,NISSAN,X-Trail 1.6 dCi 4x4-i ACENTA,18490,Barcelona,2016, Diésel,21800,Manual
6606,VOLKSWAGEN,Polo 1.0 Edition 55kW,11720,Vizcaya,2018, Gasolina,46093,Manual
6607,ALFA,ROMEO Giulietta 1.6 JTD 120CV,11990,Valencia,2016, Diésel,129168,Manual
6608,ALFA,ROMEO Giulietta 1.6 JTD 120CV,11990,Valencia,2016, Diésel,129168,Manual
6609,KIA,Ceed 1.6 CRDi VGT 100kW (136CV),9990,Valencia,2017, Diésel,140344,Manual
6610,AUDI,A1 Sportback 25 TFSI Adrenalin,22150,Vizcaya,2021, Gasolina,15712,Manual
6611,BMW,X1 S DRIVE 1.8 D,20000,Málaga,2015, Diésel,59627,Manual
6612,KIA,Sportage 1.6 GDi Drive 4x2,13890,Las Palmas,2017, Gasolina,45000,Manual
6613,PEUGEOT,508 SW 2.0BlueHDI Allure 150,19000,Valencia,2017, Diésel,40479,Manual
6614,JEEP,Renegade 1.6Mjt Longitude 4x2 88kW,15841,Alicante,2016, Diésel,87782,Manual
6615,JAGUAR,I-Pace SE,59900,Madrid,2021, Eléctrico,9617,Automático
6616,TOYOTA,Corolla 125H Active Tech,19990,Cádiz,2019, Híbrido,53025,Automático
6617,SEAT,León 1.6TDI CR S&S Reference Eco. 110,13100,Valencia,2016, Diésel,146633,Manual
6618,PORSCHE,Macan S Aut.,55300,Valencia,2017, Gasolina,67930,Automático
6619,NISSAN,X-Trail 2.0 dCi N-Connecta 4x4-i,25900,Valencia,2018, Diésel,65164,Manual
6620,SEAT,Arona 1.0 TSI Ecomotive S&S FR 115,21100,Valencia,2020, Gasolina,13907,Manual
6621,HYUNDAI,Tucson TODOTERRENO 1.6 GDI SLE 2WD 132 5P,22300,Murcia,2021, Gasolina,6131,Manual
6622,LAND-ROVER,Defender 110 SW E,46900,Madrid,2013, Diésel,130199,Manual
6623,TOYOTA,C-HR 125H Dynamic Plus,21490,Madrid,2018, Híbrido,76000,Automático
6624,TOYOTA,C-HR 125H Dynamic Plus,21490,Madrid,2018, Híbrido,76000,Automático
6625,ALFA,ROMEO Stelvio 2.2 D TURBO 140KW EXECUTIVE AUTO RWD 190 5P,30900,Almería,2020, Diésel,18965,Automático
6626,PEUGEOT,208 Allure Eléctrico 100kW,23490,Málaga,2020, Eléctrico,8857,Automático
6627,PEUGEOT,3008 1.6HDI Alllure 115,20500,Pontevedra,2018, Diésel,92565,Automático
6628,PEUGEOT,2008 1.6 BlueHDI Active 100,12500,Cádiz,2017, Diésel,130000,Manual
